doc_id,fuel_code_candidate,missing_field,source_likely_has_field,html_exists,event_date_raw,parse_status,missing_fields
6d0d915b3c40f1f8,RON95_III,bog_contribution_raw,True,True,02/10/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
6d0d915b3c40f1f8,RON95_III,bog_spending_raw,True,True,02/10/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
29581e6f1ebe579f,RON95_III,bog_contribution_raw,True,True,25/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
29581e6f1ebe579f,RON95_III,bog_spending_raw,True,True,25/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
890d8b16af9704e1,RON95_III,bog_contribution_raw,True,True,18/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
890d8b16af9704e1,RON95_III,bog_spending_raw,True,True,18/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
5e038ebe3805ab01,RON95_III,bog_contribution_raw,True,True,11/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
5e038ebe3805ab01,RON95_III,bog_spending_raw,True,True,11/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
d71ca098e4ef19e1,RON95_III,bog_contribution_raw,True,True,04/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
d71ca098e4ef19e1,RON95_III,bog_spending_raw,True,True,04/9/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
60652000ef0073df,RON95_III,bog_contribution_raw,True,True,28/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
60652000ef0073df,RON95_III,bog_spending_raw,True,True,28/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
e3098fe9b030e746,RON95_III,bog_contribution_raw,True,True,21/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
e3098fe9b030e746,RON95_III,bog_spending_raw,True,True,21/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
de63768e8edbc9f8,RON95_III,bog_contribution_raw,True,True,14/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
de63768e8edbc9f8,RON95_III,bog_spending_raw,True,True,14/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
bb8d0255d7f62a48,RON95_III,bog_contribution_raw,True,True,07/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
bb8d0255d7f62a48,RON95_III,bog_spending_raw,True,True,07/8/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
b9f957592c086c67,RON95_III,bog_contribution_raw,True,True,31/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
b9f957592c086c67,RON95_III,bog_spending_raw,True,True,31/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
04952f180c7b5bda,RON95_III,bog_contribution_raw,True,True,24/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
04952f180c7b5bda,RON95_III,bog_spending_raw,True,True,24/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
8a053775d8966ef2,RON95_III,bog_contribution_raw,True,True,17/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
8a053775d8966ef2,RON95_III,bog_spending_raw,True,True,17/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a321ba1451d946ec,RON95_III,bog_contribution_raw,True,True,10/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a321ba1451d946ec,RON95_III,bog_spending_raw,True,True,10/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
5adae1dced8dbd55,RON95_III,bog_contribution_raw,True,True,03/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
5adae1dced8dbd55,RON95_III,bog_spending_raw,True,True,03/7/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
5a5265c83adc2602,RON95_III,bog_contribution_raw,True,True,26/6/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
5a5265c83adc2602,RON95_III,bog_spending_raw,True,True,26/6/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
678175aa5523860d,RON95_III,bog_contribution_raw,True,True,19/6/2025,parsed_partial,bog_contribution_raw
2e4508090c994436,RON95_III,bog_contribution_raw,True,True,12/6/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
2e4508090c994436,RON95_III,bog_spending_raw,True,True,12/6/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
70311e056d5ffa15,RON95_III,bog_contribution_raw,True,True,05/6/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
70311e056d5ffa15,RON95_III,bog_spending_raw,True,True,05/6/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
b8c6b7893827fa99,RON95_III,bog_contribution_raw,True,True,29/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
b8c6b7893827fa99,RON95_III,bog_spending_raw,True,True,29/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
11ae3aa3d8e13813,RON95_III,bog_contribution_raw,True,True,22/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
11ae3aa3d8e13813,RON95_III,bog_spending_raw,True,True,22/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
df9f7f768eccc0e8,RON95_III,bog_contribution_raw,True,True,15/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
df9f7f768eccc0e8,RON95_III,bog_spending_raw,True,True,15/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
0761832a6f3871c9,RON95_III,bog_contribution_raw,True,True,08/5/2025,parsed_partial,bog_contribution_raw
f066ef7a129e75dc,RON95_III,bog_contribution_raw,True,True,05/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
f066ef7a129e75dc,RON95_III,bog_spending_raw,True,True,05/5/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a08f9af844846763,RON95_III,bog_contribution_raw,True,True,24/4/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a08f9af844846763,RON95_III,bog_spending_raw,True,True,24/4/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
8156ff3d02aa4d36,RON95_III,bog_contribution_raw,True,True,17/4/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
8156ff3d02aa4d36,RON95_III,bog_spending_raw,True,True,17/4/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
93c4a91c0e45e9e5,RON95_III,bog_contribution_raw,True,True,10/4/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
93c4a91c0e45e9e5,RON95_III,bog_spending_raw,True,True,10/4/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a69c1d3cf11a89b5,RON95_III,bog_contribution_raw,True,True,27/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a69c1d3cf11a89b5,RON95_III,bog_spending_raw,True,True,27/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
90ae92eed8a97b76,RON95_III,bog_contribution_raw,True,True,20/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
90ae92eed8a97b76,RON95_III,bog_spending_raw,True,True,20/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
eb31d26847c93fa4,RON95_III,bog_contribution_raw,True,True,13/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
eb31d26847c93fa4,RON95_III,bog_spending_raw,True,True,13/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
71e3d0f6592fbb77,RON95_III,bog_contribution_raw,True,True,06/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
71e3d0f6592fbb77,RON95_III,bog_spending_raw,True,True,06/3/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
fa1eb7d694a84828,RON95_III,bog_contribution_raw,True,True,27/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
fa1eb7d694a84828,RON95_III,bog_spending_raw,True,True,27/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a7b7db6999ddbac1,RON95_III,bog_contribution_raw,True,True,20/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
a7b7db6999ddbac1,RON95_III,bog_spending_raw,True,True,20/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
36402681df05eb59,RON95_III,bog_contribution_raw,True,True,13/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
36402681df05eb59,RON95_III,bog_spending_raw,True,True,13/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
cde62b286d7ce87e,RON95_III,bog_contribution_raw,True,True,06/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
cde62b286d7ce87e,RON95_III,bog_spending_raw,True,True,06/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
42773ce2c7acca4f,RON95_III,bog_contribution_raw,True,True,01/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
42773ce2c7acca4f,RON95_III,bog_spending_raw,True,True,01/02/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
2d366215e386724a,RON95_III,bog_contribution_raw,True,True,23/01/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
2d366215e386724a,RON95_III,bog_spending_raw,True,True,23/01/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
cb6106ec65b0f039,RON95_III,bog_contribution_raw,True,True,16/01/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
cb6106ec65b0f039,RON95_III,bog_spending_raw,True,True,16/01/2025,parsed_partial,bog_contribution_raw;bog_spending_raw
60dbc03761dfa22f,RON95_III,bog_contribution_raw,True,True,26/12/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
60dbc03761dfa22f,RON95_III,bog_spending_raw,True,True,26/12/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
55200b1cf534bc1c,RON95_III,bog_contribution_raw,True,True,19/12/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
55200b1cf534bc1c,RON95_III,bog_spending_raw,True,True,19/12/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
e1d4cd5b265ecce4,RON95_III,bog_contribution_raw,True,True,05/12/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
e1d4cd5b265ecce4,RON95_III,bog_spending_raw,True,True,05/12/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
5eef8331bfa2de62,RON95_III,bog_contribution_raw,True,True,28/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
5eef8331bfa2de62,RON95_III,bog_spending_raw,True,True,28/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
2f790c55b31bad00,RON95_III,bog_contribution_raw,True,True,21/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
2f790c55b31bad00,RON95_III,bog_spending_raw,True,True,21/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
4a6e7231324c9b50,RON95_III,bog_contribution_raw,True,True,14/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
4a6e7231324c9b50,RON95_III,bog_spending_raw,True,True,14/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
81ea7e10e17bf4ea,RON95_III,bog_contribution_raw,True,True,07/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
81ea7e10e17bf4ea,RON95_III,bog_spending_raw,True,True,07/11/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
67424b4bd17e4957,RON95_III,bog_contribution_raw,True,True,31/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
67424b4bd17e4957,RON95_III,bog_spending_raw,True,True,31/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
8e8a2ffeca0c5f07,RON95_III,bog_contribution_raw,True,True,24/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
8e8a2ffeca0c5f07,RON95_III,bog_spending_raw,True,True,24/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
271060ee867d8926,RON95_III,bog_contribution_raw,True,True,17/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
271060ee867d8926,RON95_III,bog_spending_raw,True,True,17/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
9faf39ef788ff56d,RON95_III,bog_contribution_raw,True,True,10/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
9faf39ef788ff56d,RON95_III,bog_spending_raw,True,True,10/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
141e9343abe20eb9,RON95_III,bog_contribution_raw,True,True,03/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
141e9343abe20eb9,RON95_III,bog_spending_raw,True,True,03/10/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
a949aafc486ea103,RON95_III,bog_contribution_raw,True,True,26/9/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
a949aafc486ea103,RON95_III,bog_spending_raw,True,True,26/9/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
7d3ebb22e94f1f40,RON95_III,bog_contribution_raw,True,True,19/9/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
7d3ebb22e94f1f40,RON95_III,bog_spending_raw,True,True,19/9/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b7d05ef645a67f44,RON95_III,bog_contribution_raw,True,True,12/9/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b7d05ef645a67f44,RON95_III,bog_spending_raw,True,True,12/9/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
92226e6a7b03760b,RON95_III,bog_contribution_raw,True,True,22/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
92226e6a7b03760b,RON95_III,bog_spending_raw,True,True,22/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
8daeccf4f36f9455,RON95_III,bog_contribution_raw,True,True,15/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
8daeccf4f36f9455,RON95_III,bog_spending_raw,True,True,15/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b4ee19c7165c12a0,RON95_III,bog_contribution_raw,True,True,08/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b4ee19c7165c12a0,RON95_III,bog_spending_raw,True,True,08/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
1cb3b772784ecebf,RON95_III,bog_contribution_raw,True,True,01/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
1cb3b772784ecebf,RON95_III,bog_spending_raw,True,True,01/8/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
79fbdd1395119f99,RON95_III,bog_contribution_raw,True,True,25/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
79fbdd1395119f99,RON95_III,bog_spending_raw,True,True,25/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
d55e0016dee18732,RON95_III,bog_contribution_raw,True,True,18/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
d55e0016dee18732,RON95_III,bog_spending_raw,True,True,18/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
84d07ef8a882969f,RON95_III,bog_contribution_raw,True,True,11/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
84d07ef8a882969f,RON95_III,bog_spending_raw,True,True,11/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
7959ab958153b98b,RON95_III,bog_contribution_raw,True,True,04/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
7959ab958153b98b,RON95_III,bog_spending_raw,True,True,04/7/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
f3815863f9e37aba,RON95_III,bog_contribution_raw,True,True,27/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
f3815863f9e37aba,RON95_III,bog_spending_raw,True,True,27/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
64c3790a34fc2a62,RON95_III,bog_contribution_raw,True,True,20/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
64c3790a34fc2a62,RON95_III,bog_spending_raw,True,True,20/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
c1c8c98c8d46237b,RON95_III,bog_contribution_raw,True,True,13/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
c1c8c98c8d46237b,RON95_III,bog_spending_raw,True,True,13/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
5d23a701a057a309,RON95_III,bog_contribution_raw,True,True,06/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
5d23a701a057a309,RON95_III,bog_spending_raw,True,True,06/6/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
49be5b6eff8c914b,RON95_III,bog_contribution_raw,True,True,30/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
49be5b6eff8c914b,RON95_III,bog_spending_raw,True,True,30/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
bc836d5191d7ce51,RON95_III,bog_contribution_raw,True,True,23/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
bc836d5191d7ce51,RON95_III,bog_spending_raw,True,True,23/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
58ef356368c56074,RON95_III,bog_contribution_raw,True,True,16/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
58ef356368c56074,RON95_III,bog_spending_raw,True,True,16/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
a29a516f2e050fb7,RON95_III,bog_contribution_raw,True,True,09/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
a29a516f2e050fb7,RON95_III,bog_spending_raw,True,True,09/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
cc3fff00c14c4ea3,RON95_III,bog_contribution_raw,True,True,02/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
cc3fff00c14c4ea3,RON95_III,bog_spending_raw,True,True,02/5/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
