title,report_date,detail_url,bog_petrolimex
Ước tồn Quỹ BOG tại Petrolimex ngày 02.5.2024,02.5.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-02-5-2024.html,3.077 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 25.4.2024,25.4.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-25-4-2024.html,3.077 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 17.4.2024,17.4.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-4-2024.html,3.077 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.4.2024,11.4.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton.html,3.076 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 04.04.2024,04.04.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-04-04-2024.html,3.073 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 28.03.2024,28.03.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-28-03-2024.html,3.072 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.03.2024,21.03.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-03-2024.html,3.071 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 14.03.2024,14.03.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-14-03-2024.html,3.069 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 07.03.2024,07.03.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-07-03-2024.html,3.067 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 29.02.2024,29.02.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-29-02-2024.html,3.065 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 22.02.2024,22.02.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-22-02-2024.html,3.063 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 15.02.2024,15.02.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-15-02-2024.html,3.062 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 08.02.2024,08.02.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-08-02-2024.html,3.062 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.02.2024,01.02.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-02-2024.html,3.060 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 25.01.2024,25.01.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-25-01-2024.html,3.058 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 18.01.2024,18.01.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-18-01-2024.html,3.056 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.01.2024,11.01.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-01-2024.html,3.055 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 04.01.2024,04.01.2024,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-04-01-2024-petrolimex.html,3.053 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 28.12.2023,28.12.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-28-12-2023.html,3.052 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.12.2023,21.12.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-12-2023.html,3.050 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 14.12.2023,14.12.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-14-12-2023.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 07.12.2023,07.12.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/van-ban-so-8746-bct-tttn-ngay-07-12-2023-ve-dieu-hanh-kinh-doanh-xang-dau.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 30.11.2023,30.11.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-30-11-2023.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 23.11.2023,23.11.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-23-11-2023.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 13.11.2023,13.11.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-13-11-2023.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.11.2023,01.11.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-11-2023.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 23.10.2023,23.10.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-23-10-2023.html,3.048 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.10.2023,11.10.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-10-2023.html,3.050 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 02.10.2023,02.10.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-02-10-2023.html,3.074 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.9.2023,21.9.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-2192023.html,3.154 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.9.2023,11.9.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-9-2023.html,3.156 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 05.9.2023,05.9.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-5-9-2023.html,3.156 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.8.2023,21.8.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-8-2023.html,3.156 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.8.2023,11.8.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-8-2023.html,dương (+) 3.167 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.8.2023,01.8.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-8-2023.html,dương (+) 3.207 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.7.2023,21.7.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-7-2023.html,dương (+) 3.206 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.7.2023,11.7.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-7-2023.html,dương (+) 3.206 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 03.7.2023,03.7.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-3-7-2023.html,dương (+) 3.205 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.6.2023,21.6.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-6-2023.html,dương (+) 3.164 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.6.2023,12.6.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-12-6-2023.html,dương (+) 3.109 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.6.2023,01.6.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-6-2023.html,dương (+) 3.005 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 22.5.2023,22.5.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-22-5-2023.html,dương (+) 2.908 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.5.2023,11.5.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-5-2023.html,dương (+) 2.810 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 4.5.2023,4.5.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-4-5-2023.html,dương (+) 2.738 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.4.2023,21.4.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-4-2023.html,dương (+) 2.633 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.4.2023,11.4.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-4-2023.html,dương (+) 2.555 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 03.4.2023,03.4.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-03-4-2023.html,dương (+) 2.470 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.3.2023,21.3.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-03-2023.html,dương (+) 2.367 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 13.03.2023,13.03.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-13-03-2023.html,dương (+) 2.290 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.03.2023,01.03.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-03-2023.html,dương (+) 2.164 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.02.2023,21.02.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-13-02-2023-1676965232-1365682909.html,dương (+) 2.118 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 13.02.2023,13.02.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-13-02-2023.html,dương (+) 2.051 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 30.01.2023,30.01.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-30-01-2023.html,dương (+) 2.167 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.01.2023,11.01.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-01-2023.html,dương (+) 2.070 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 03.01.2023,03.01.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-03-01-2023.html,dương (+) 2.021 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.01.2023,01.01.2023,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-01-2023.html,dương (+) 1.989 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.12.2022,21.12.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-12-2022.html,dương (+) 1.766 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.12.2022,12.12.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-12-12-2022.html,dương (+) 1.587 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.12.2022,01.12.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-12-2022.html,dương (+) 1.414 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.11.2022,21.11.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-11-2022.html,dương (+) 1.344 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.11.2022,11.11.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-11-2022.html,dương  (+) 1.308 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.11.2022,01.11.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-11-2022.html,dương (+) 1.265 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.10.2022,21.10.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-10-2022.html,dương (+) 1.197 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.10.2022,11.10.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-10-2022.html,dương (+) 1.150 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 03.10.2022,03.10.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-03-10-2022.html,dương (+) 1.040 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.9.2022,21.9.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-9-2022.html,dương (+) 917 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.9.2022,12.9.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-12-9-2022.html,dương (840) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 05.9.2022,05.9.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-05-9-2022.html,dương (802) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 22.8.2022,22.8.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-22-8-2022.html,dương (644) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.8.2022,11.8.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-8-2022.html,dương (473) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.8.2022,01.8.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-8-2022.html,dương (305) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.7.2022,21.7.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-7-2022.html,"dương (53,3) tỷ đồng"
Ước tồn Quỹ BOG tại Petrolimex ngày 11.7.2022,11.7.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-7-2022.html,âm (-140) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.7.2022,01.7.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-7-2022.html,"âm (-148,5) tỷ đồng"
Ước tồn Quỹ BOG tại Petrolimex ngày 21.6.2022,21.6.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-6-2022.html,âm (-98) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 13.6.2022,13.6.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-13-6-2022.html,âm (- 49) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.6.2022,01.6.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-6-2022.html,âm (-5) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 23.5.2022,23.5.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-23-5-2022.html,âm (- 15) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.5.2022,11.5.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-5-2022.html,âm (- 53) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 04.5.2022,04.5.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-04-5-2022.html,âm (-108 ) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.4.2022,21.4.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-4-2022.html,âm (-222 ) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.4.2022,12.4.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-12-4-2022.html,âm (-382 ) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.04.2022,01.04.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-01-04-2022.html,âm (-434) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.03.2022,21.03.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-03-2022.html,âm (-470) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.3.2022,11.3.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-3-2022.html,âm (-250) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 01.3.2022,01.3.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-02-2022-1646119579.html,âm (-158 ) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.02.2022,21.02.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-02-2022.html,âm (-110) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.02.2022,11.02.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-02-2022.html,âm (-55) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 21.01.2022,21.01.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-21-01-2022.html,âm (-18) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.01.2022,11.01.2022,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-01-2022.html,âm (-95) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 25.12.2021,25.12.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-25-12-2021.html,âm (-269) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 10.12.2021,10.12.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-10-12-2021.html,âm (-400) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 25.11.2021,25.11.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-25-11-2021.html,âm (-440) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 10.11.2021,10.11.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-10-11-2021.html,âm (-355) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 26.10.2021,26.10.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-26-10-2021.html,âm (-262) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.10.2021,11.10.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-10-2021.html,âm (-190) tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 25.9.2021,25.9.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-25-9-2021.html,"âm (-193,5) tỷ đồng"
Ước tồn Quỹ BOG tại Petrolimex ngày 10.9.2021,10.9.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-10-9-2021.html,âm (-) 197 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 26.8.2021,26.8.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-26-8-2021.html,âm (-) 216  tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.8.2021,11.8.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-8-2021.html,âm (-) 145 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 27.7.2021,27.7.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-27-7-2021.html,âm (-) 90 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.7.2021,12.7.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-12-7-2021.html,âm (-) 54 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 26.6.2021,26.6.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-26-6-2021.html,115 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.6.2021,11.6.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-11-6-2021.html,370 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 27.5.2021,27.5.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-27-5-2021.html,710 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.5.2021,12.5.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-12-05-2021.html,1.000tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 27.04.2021,27.04.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-27-04-2021.html,1.400tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.04.2021,12.04.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-12-04-2021.html,1.730 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 27.03.2021,27.03.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-27-03-2021.html,2.100 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 12.03.2021,12.03.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-12-03-2021.html,2.400 tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 25.02.2021,25.02.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-25-02-2021.html,2.900tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 10.02.2021,10.02.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-10-02-2021.html,3.220tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 26.01.2021,26.01.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-26-01-2021.html,3.420tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 11.01.2021,11.01.2021,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/minh-bach-xang-dau-uoc-ton-quy-bog-tai-petrolimex-ngay-11-01-2021.html,3.550tỷ đồng
Ước tồn Quỹ BOG tại Petrolimex ngày 26.12.2020,26.12.2020,https://www.petrolimex.com.vn/ndi/minh-bach-xang-dau/uoc-ton-quy-bog-tai-petrolimex-ngay-26-12-2020.html,3.722tỷ đồng
