doc_id,title,issue_date,updated_date,detail_url,page_found,source_keyword,crawl_date,crawl_status,parse_status,data_quality_flag,status
2642bcttttn2026,"Công văn 2642/BCT-TTTN năm 2026 thông báo điều hành giá bán xăng dầu",16/04/2026,,https://thuvienphapluat.vn/cong-van/Thuong-mai/Cong-van-2642-BCT-TTTN-2026-thong-bao-dieu-hanh-gia-ban-xang-dau-701937.aspx,,seed,2026-04-20,not_fetched,not_parsed,,discovered
2428bcttttn2026,"Công văn 2428/BCT-TTTN năm 2026 thông báo điều hành giá bán xăng dầu",08/04/2026,,https://thuvienphapluat.vn/cong-van/Thuong-mai/Cong-van-2428-BCT-TTTN-2026-thong-bao-dieu-hanh-gia-ban-xang-dau-700615.aspx,,seed,2026-04-20,not_fetched,not_parsed,,discovered
